doc1,doc2,local_similarity_score,keywords,summary_doc1,summary_doc2
Compliance and Record Keeping Requirements.txt,"SEBI (Investment Advisers) Regulations, 2013.txt",0.8161,investment,"Client agreement documentation must clearly specify the scope of advisory services, fee structure, terms and conditions, and respective rights and obligations of adviser and client. Record keeping requirements must be strictly followed with maintenance of all client records, advice documentation, compliance reports, and other regulatory filings for prescribed periods. Compliance monitoring must include regular review of advisory activities, client communications, fee calculations, and adherence to internal policies and procedures. Investment advisory processes must be documented including research methodologies, investment selection criteria, portfolio construction procedures, and risk management frameworks. Technology systems used for advisory services must be reliable, secure, and capable of maintaining accurate records and generating required reports. Investment advisers shall establish and maintain comprehensive compliance systems to ensure adherence to all regulatory requirements and internal policies. Staff training and competence requirements must be met with regular training programs on regulatory requirements, investment analysis techniques, and ethical standards. Regulatory reporting requirements must be met with timely submission of periodic returns, compliance certificates, and other required filings. External audit or review of compliance systems may be required periodically to provide independent assessment of compliance effectiveness. The compliance system must include regular monitoring, reporting, and corrective action procedures to address any violations or deficiencies. Any deficiencies identified through internal or external reviews must be addressed promptly with appropriate corrective actions. System security measures must protect client data and ensure business continuity in case of system failures. Records must be properly organized, easily retrievable, and protected against loss or unauthorized access.","The Securities and Exchange Board of India, in exercise of the powers conferred by section 11, section 11A and section 30 of the Securities and Exchange Board of India Act, 1992, hereby makes regulations for registration and regulation of investment advisers to protect the interests of investors and promote development of investment advisory services. Investment advisers must satisfy fit and proper criteria including educational qualifications, professional experience, financial soundness, and integrity to obtain and maintain registration. Investment advisers must not allow personal interests or relationships with third parties to compromise the objectivity of advice provided to clients or create bias in investment recommendations. The objective is to ensure that investment advisers maintain high standards of conduct, competence, and integrity while providing advice that is in the best interests of their clients. Investment advisers are prohibited from receiving commission or other monetary benefits from distributors of financial products to ensure that advice is not influenced by such incentives. All investment advice must be based on thorough analysis and must be suitable for the client's financial situation, investment objectives, and risk tolerance. These regulations shall apply to all persons providing investment advice for consideration to clients regarding securities or investment strategies. Investment advisers must maintain adequate records of all client interactions, advice provided, and transactions recommended. Compliance and risk management systems must be established to ensure adherence to regulatory requirements and management of operational risks. Investment advisers must also maintain professional indemnity insurance to protect clients from losses due to professional negligence or errors."
Compliance and Record Keeping Requirements.txt,"SEBI (Mutual Funds) Regulations, 1996.txt",0.758,,"Client agreement documentation must clearly specify the scope of advisory services, fee structure, terms and conditions, and respective rights and obligations of adviser and client. Record keeping requirements must be strictly followed with maintenance of all client records, advice documentation, compliance reports, and other regulatory filings for prescribed periods. Compliance monitoring must include regular review of advisory activities, client communications, fee calculations, and adherence to internal policies and procedures. Investment advisory processes must be documented including research methodologies, investment selection criteria, portfolio construction procedures, and risk management frameworks. Technology systems used for advisory services must be reliable, secure, and capable of maintaining accurate records and generating required reports. Investment advisers shall establish and maintain comprehensive compliance systems to ensure adherence to all regulatory requirements and internal policies. Staff training and competence requirements must be met with regular training programs on regulatory requirements, investment analysis techniques, and ethical standards. Regulatory reporting requirements must be met with timely submission of periodic returns, compliance certificates, and other required filings. External audit or review of compliance systems may be required periodically to provide independent assessment of compliance effectiveness. The compliance system must include regular monitoring, reporting, and corrective action procedures to address any violations or deficiencies. Any deficiencies identified through internal or external reviews must be addressed promptly with appropriate corrective actions. System security measures must protect client data and ensure business continuity in case of system failures. Records must be properly organized, easily retrievable, and protected against loss or unauthorized access.","The Securities and Exchange Board of India, in exercise of the powers conferred by sub-section (1) of section 30 of the Securities and Exchange Board of India Act, 1992, read with section 31 of the said Act, hereby makes regulations for registration and regulation of mutual funds to protect the interests of investors in securities and to promote the development of the securities market. The sponsor must satisfy fit and proper criteria including financial capability, track record, and commitment to comply with regulatory requirements and protect investor interests. These regulations shall apply to all mutual funds seeking registration or registered with SEBI, asset management companies, trustees, and other intermediaries involved in mutual fund operations. Every mutual fund shall have a board of trustees or a trustee company to ensure that the asset management company operates the schemes in accordance with the trust deed, these regulations, and in the interest of the unit holders. The objective is to ensure that mutual funds operate in the best interests of unit holders and maintain high standards of transparency and governance. The asset management company is responsible for managing the investments of mutual fund schemes in accordance with investment objectives and regulatory requirements. Investors must be provided with scheme information documents and key information memorandums that clearly explain the features, risks, and costs associated with the investment. All mutual fund schemes must have clear investment objectives, asset allocation norms, and risk disclosure statements. Independent valuation agencies may be appointed to ensure accurate and fair valuation of securities, particularly for illiquid or complex instruments."
Continuous Disclosure of Material Events and Information.txt,Corporate Governance Compliance and Board Structure Requirements.txt,0.6764,company,"Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","Listed entities must disclose detailed information about their corporate governance practices in the annual report including board composition, committee details, board evaluation process, and compliance with governance requirements. Whistleblower policy must be established to provide a mechanism for directors and employees to report concerns about unethical behavior, fraud, or violation of company's code of conduct. Listed entities shall comply with corporate governance requirements including maintenance of specified board composition with adequate representation of independent directors. Related party transaction policy must be formulated and implemented to ensure that all transactions with related parties are conducted on arm's length basis and in the ordinary course of business. Independent directors must possess relevant skills, experience, and competence to effectively oversee the company's affairs and represent the interests of minority shareholders. All directors and senior management must affirm compliance with the code annually, and any violations must be reported to the board and disclosed to stakeholders. Board committees including audit committee, nomination and remuneration committee, and stakeholders relationship committee must be constituted with specified composition and responsibilities. Annual evaluation of board performance, individual directors, and board committees must be conducted and disclosed in the annual report. The evaluation process should assess effectiveness, contribution, and areas for improvement in governance practices. Regular board meetings must be conducted with adequate notice and proper documentation of proceedings. The board must meet at least four times a year with not more than 120 days gap between consecutive meetings."
Continuous Disclosure of Material Events and Information.txt,Disclosure and Reporting Requirements for Insider Trading Compliance.txt,0.7584,,"Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","Listed companies shall make periodic disclosures to stock exchanges regarding their insider trading compliance framework, including details of policies implemented, training programs conducted, and any violations detected. Annual compliance reports on insider trading shall be submitted to SEBI and stock exchanges, containing comprehensive information about the company's compliance framework, effectiveness of controls, and any improvements made during the year. Companies shall disclose in their annual reports the details of their insider trading compliance framework, including key policies, training programs, and effectiveness of controls. Companies must immediately disclose to stock exchanges any instances of violation of insider trading regulations by their designated persons or employees. Quarterly reports on trading by designated persons during the preceding quarter shall be submitted to stock exchanges within prescribed timelines. Any changes to the list of designated persons must be promptly communicated to the stock exchanges and updated in the company's digital database. Companies must establish internal reporting mechanisms for employees to report suspected cases of insider trading. These records shall be preserved for a minimum period of five years and shall be made available to SEBI and stock exchanges upon request. These reports shall include details of all trades, compliance with pre-clearance requirements, and any violations detected. These mechanisms should ensure confidentiality and protection for whistleblowers while enabling effective investigation of reported violations. The rationale for additions or deletions from the designated persons list should be documented and available for regulatory review. Such disclosures shall include details of the violation, investigation conducted, and action taken against the violator."
Continuous Disclosure of Material Events and Information.txt,Disclosure and Transparency Requirements for Mutual Funds.txt,0.7359,"disclosure, investors","Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","Scheme information documents must contain detailed information about investment objectives, asset allocation, risk factors, fees and expenses, past performance, and fund manager details. All disclosures must be accurate, complete, and presented in a clear and understandable manner that allows retail investors to comprehend the key features and risks. The disclosure must include details of securities held, their values, and percentage allocation to enable investors to assess portfolio composition and concentration. Performance disclosure must follow prescribed standards and must include appropriate benchmarks, risk-adjusted returns, and peer comparison where applicable. Total expense ratio calculations must comply with prescribed methodology and must be disclosed regularly to enable investors to assess the cost of investment. Communication with unit holders must be timely and effective, using multiple channels including websites, email, SMS, and physical communication as appropriate. Half-yearly financial results and annual reports must be prepared and disclosed in accordance with prescribed formats and accounting standards. Net asset value must be calculated and disclosed daily for all schemes in accordance with prescribed valuation norms and cut-off times. Expense ratios and fee structures must be clearly disclosed to investors including management fees, operating expenses, and any other charges. Mutual funds shall provide comprehensive and timely disclosures to investors to enable them to make informed investment decisions. Performance data must be presented in a standardized format to enable meaningful comparison across schemes and fund houses. NAV disclosure must be made to stock exchanges and published on the asset management company's website within specified timelines."
Continuous Disclosure of Material Events and Information.txt,Establishment of Insider Trading Compliance Framework.txt,0.7278,"company, information","Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","Companies shall submit periodic compliance reports to stock exchanges and SEBI as required, including details of trades by designated persons, compliance violations, and corrective actions taken. The compliance framework shall include identification of designated persons who are likely to have access to unpublished price sensitive information by virtue of their position or professional relationship with the company. These periods typically include the period between the end of every quarter until 48 hours after declaration of financial results and any other periods when the company is in possession of unpublished price sensitive information. Regular training programs on insider trading regulations and company policies must be conducted for all designated persons and other employees who may have access to price sensitive information. Every listed company shall establish a comprehensive compliance framework to prevent insider trading by its employees, directors, and other designated persons. Companies shall maintain structured digital databases containing information about persons having access to unpublished price sensitive information. The board shall review the effectiveness of policies and procedures at least annually and ensure that adequate resources are allocated for compliance activities. Companies must establish mechanisms for reporting suspected cases of insider trading and shall have procedures for conducting internal investigations. Such procedures shall require designated persons to obtain approval before trading and shall include cooling-off periods and disclosure requirements. These databases must have adequate internal controls, time stamping, and audit trails to prevent tampering and ensure accountability. This framework must include written policies, procedures, and monitoring mechanisms to ensure compliance with insider trading regulations."
Continuous Disclosure of Material Events and Information.txt,Maintenance of High-Quality Liquid Assets Portfolio.txt,0.6687,,"Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","Level 2B assets including lower-grade corporate debt, equities, and residential mortgage-backed securities may comprise up to 15% of liquid assets portfolio with higher haircuts applied. Level 2A assets such as high-grade corporate debt securities and covered bonds may comprise up to 40% of the liquid assets portfolio after applying prescribed haircuts. Banks shall maintain a diversified portfolio of high-quality liquid assets that can be readily converted into cash to meet liquidity needs during stress periods. Operational requirements for liquid assets include ensuring that assets are unencumbered, under the control of the liquidity management function, and can be monetized through established markets or facilities. Asset management procedures must include clear policies on asset selection, portfolio composition limits, monitoring mechanisms, and reporting requirements. Regular assessment of asset quality and market liquidity conditions must be conducted to ensure continued eligibility of assets in the liquid asset portfolio. Level 1 assets including cash, central bank reserves, and sovereign securities must form the core of the liquid assets portfolio. Scenario analysis should consider various stress conditions including market-wide stress, institution-specific stress, and combined scenarios. Geographic and currency diversification of liquid assets should be considered to ensure availability during local market stress or currency-specific pressures. These assets have the highest liquidity and credit quality and can be used without restriction in LCR calculations subject to operational requirements. Stress testing of liquid asset portfolio must evaluate the potential impact of market stress on asset values and liquidity."
Continuous Disclosure of Material Events and Information.txt,"SEBI (Investment Advisers) Regulations, 2013.txt",0.6683,,"Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","The Securities and Exchange Board of India, in exercise of the powers conferred by section 11, section 11A and section 30 of the Securities and Exchange Board of India Act, 1992, hereby makes regulations for registration and regulation of investment advisers to protect the interests of investors and promote development of investment advisory services. Investment advisers must satisfy fit and proper criteria including educational qualifications, professional experience, financial soundness, and integrity to obtain and maintain registration. Investment advisers must not allow personal interests or relationships with third parties to compromise the objectivity of advice provided to clients or create bias in investment recommendations. The objective is to ensure that investment advisers maintain high standards of conduct, competence, and integrity while providing advice that is in the best interests of their clients. Investment advisers are prohibited from receiving commission or other monetary benefits from distributors of financial products to ensure that advice is not influenced by such incentives. All investment advice must be based on thorough analysis and must be suitable for the client's financial situation, investment objectives, and risk tolerance. These regulations shall apply to all persons providing investment advice for consideration to clients regarding securities or investment strategies. Investment advisers must maintain adequate records of all client interactions, advice provided, and transactions recommended. Compliance and risk management systems must be established to ensure adherence to regulatory requirements and management of operational risks. Investment advisers must also maintain professional indemnity insurance to protect clients from losses due to professional negligence or errors."
Continuous Disclosure of Material Events and Information.txt,"SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015.txt",0.8228,"listed, listed entities","Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","The Securities and Exchange Board of India, in exercise of the powers conferred by section 11, section 11A and section 30 of the Securities and Exchange Board of India Act, 1992, hereby makes regulations to specify listing obligations and disclosure requirements for listed entities to ensure transparency and protect investor interests. Listed entities shall maintain a functional website containing all relevant information for investors including financial results, corporate governance reports, shareholding patterns, and other material disclosures. Corporate governance requirements including board composition, committee structure, and disclosure of related party transactions must be complied with by all listed entities. The objective is to ensure that investors have access to all material information about listed entities to make informed investment decisions and maintain market integrity. Listed entities shall make continuous disclosures of all events, information or circumstances that may have a material effect on the performance or financial position of the entity. The Securities and Exchange Board of India may also initiate enforcement proceedings against listed entities and their key personnel for violations of disclosure requirements. The financial results must be prepared in accordance with applicable accounting standards and must be audited or subject to limited review by statutory auditors. Material events include changes in capital structure, major corporate actions, regulatory actions, and significant business developments. Related party transactions exceeding specified thresholds require prior approval of the audit committee and shareholders. Non-compliance with these regulations may result in penalties, suspension of trading in securities, or delisting from stock exchanges."
Continuous Disclosure of Material Events and Information.txt,"SEBI (Mutual Funds) Regulations, 1996.txt",0.6641,,"Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","The Securities and Exchange Board of India, in exercise of the powers conferred by sub-section (1) of section 30 of the Securities and Exchange Board of India Act, 1992, read with section 31 of the said Act, hereby makes regulations for registration and regulation of mutual funds to protect the interests of investors in securities and to promote the development of the securities market. The sponsor must satisfy fit and proper criteria including financial capability, track record, and commitment to comply with regulatory requirements and protect investor interests. These regulations shall apply to all mutual funds seeking registration or registered with SEBI, asset management companies, trustees, and other intermediaries involved in mutual fund operations. Every mutual fund shall have a board of trustees or a trustee company to ensure that the asset management company operates the schemes in accordance with the trust deed, these regulations, and in the interest of the unit holders. The objective is to ensure that mutual funds operate in the best interests of unit holders and maintain high standards of transparency and governance. The asset management company is responsible for managing the investments of mutual fund schemes in accordance with investment objectives and regulatory requirements. Investors must be provided with scheme information documents and key information memorandums that clearly explain the features, risks, and costs associated with the investment. All mutual fund schemes must have clear investment objectives, asset allocation norms, and risk disclosure statements. Independent valuation agencies may be appointed to ensure accurate and fair valuation of securities, particularly for illiquid or complex instruments."
Continuous Disclosure of Material Events and Information.txt,"SEBI (Prohibition of Insider Trading) Regulations, 2015.txt",0.7365,"information, listed","Material events requiring immediate disclosure include acquisition or disposal of assets, joint ventures or collaboration agreements, changes in key personnel, regulatory approvals or actions, litigation involving the company, and any other events that may significantly impact the company's business or financial position. Listed entities shall immediately disclose to stock exchanges all material events or information that may have a bearing on the performance or operations of the entity or which may affect the price of its securities. Regular review of materiality thresholds and disclosure procedures must be conducted to ensure their continued effectiveness in identifying and disclosing relevant information to investors in a timely manner. Listed entities must maintain confidentiality of such information and limit access to authorized personnel on a need-to-know basis until public disclosure is made. Key personnel must be trained to recognize material events and understand their disclosure obligations to prevent inadvertent non-disclosure. The disclosure must be comprehensive and provide all relevant details about the event or information to enable investors to make informed decisions. Stock exchanges must be informed immediately if there are any rumors or reports in media about the company that may impact the price of its securities. Listed entities must establish internal procedures for identifying material events and ensuring timely disclosure. Selective disclosure to certain investors or analysts before public disclosure is prohibited and may result in regulatory action. The disclosure must be made as soon as reasonably possible and not later than 24 hours from the occurrence of the event or information.","The Securities and Exchange Board of India, in exercise of the powers conferred by section 30 of the Securities and Exchange Board of India Act, 1992, read with section 12A of the Securities Contracts (Regulation) Act, 1956, hereby makes the following regulations to prohibit insider trading in securities. The board of directors of every listed company shall be responsible for formulating policies and procedures for inquiry in case of leak of unpublished price sensitive information or suspected leak of such information and inform the same to the stock exchanges where the securities are listed. No person shall directly or indirectly deal in securities of a company listed or proposed to be listed on any stock exchange while in possession of unpublished price sensitive information relating to such securities. This includes information relating to financial results, dividends, change in capital structure, mergers, acquisitions, buybacks, disposals, and expansion of business. The code shall include restrictions on trading by designated persons during trading restriction periods and pre-clearance requirements for trades above specified thresholds. Every listed company shall maintain a structured digital database containing the names of persons who have access to unpublished price sensitive information. Listed companies shall formulate and implement a code of conduct to regulate, monitor and report trading by designated persons and immediate relatives of designated persons. Violation of these regulations shall be punishable with penalty which may extend to twenty-five crore rupees or three times the amount of profits made out of insider trading, whichever is higher."
Corporate Governance Compliance and Board Structure Requirements.txt,Disclosure and Reporting Requirements for Insider Trading Compliance.txt,0.7401,,"Listed entities must disclose detailed information about their corporate governance practices in the annual report including board composition, committee details, board evaluation process, and compliance with governance requirements. Whistleblower policy must be established to provide a mechanism for directors and employees to report concerns about unethical behavior, fraud, or violation of company's code of conduct. Listed entities shall comply with corporate governance requirements including maintenance of specified board composition with adequate representation of independent directors. Related party transaction policy must be formulated and implemented to ensure that all transactions with related parties are conducted on arm's length basis and in the ordinary course of business. Independent directors must possess relevant skills, experience, and competence to effectively oversee the company's affairs and represent the interests of minority shareholders. All directors and senior management must affirm compliance with the code annually, and any violations must be reported to the board and disclosed to stakeholders. Board committees including audit committee, nomination and remuneration committee, and stakeholders relationship committee must be constituted with specified composition and responsibilities. Annual evaluation of board performance, individual directors, and board committees must be conducted and disclosed in the annual report. The evaluation process should assess effectiveness, contribution, and areas for improvement in governance practices. Regular board meetings must be conducted with adequate notice and proper documentation of proceedings. The board must meet at least four times a year with not more than 120 days gap between consecutive meetings.","Listed companies shall make periodic disclosures to stock exchanges regarding their insider trading compliance framework, including details of policies implemented, training programs conducted, and any violations detected. Annual compliance reports on insider trading shall be submitted to SEBI and stock exchanges, containing comprehensive information about the company's compliance framework, effectiveness of controls, and any improvements made during the year. Companies shall disclose in their annual reports the details of their insider trading compliance framework, including key policies, training programs, and effectiveness of controls. Companies must immediately disclose to stock exchanges any instances of violation of insider trading regulations by their designated persons or employees. Quarterly reports on trading by designated persons during the preceding quarter shall be submitted to stock exchanges within prescribed timelines. Any changes to the list of designated persons must be promptly communicated to the stock exchanges and updated in the company's digital database. Companies must establish internal reporting mechanisms for employees to report suspected cases of insider trading. These records shall be preserved for a minimum period of five years and shall be made available to SEBI and stock exchanges upon request. These reports shall include details of all trades, compliance with pre-clearance requirements, and any violations detected. These mechanisms should ensure confidentiality and protection for whistleblowers while enabling effective investigation of reported violations. The rationale for additions or deletions from the designated persons list should be documented and available for regulatory review. Such disclosures shall include details of the violation, investigation conducted, and action taken against the violator."
Corporate Governance Compliance and Board Structure Requirements.txt,Disclosure and Transparency Requirements for Mutual Funds.txt,0.635,,"Listed entities must disclose detailed information about their corporate governance practices in the annual report including board composition, committee details, board evaluation process, and compliance with governance requirements. Whistleblower policy must be established to provide a mechanism for directors and employees to report concerns about unethical behavior, fraud, or violation of company's code of conduct. Listed entities shall comply with corporate governance requirements including maintenance of specified board composition with adequate representation of independent directors. Related party transaction policy must be formulated and implemented to ensure that all transactions with related parties are conducted on arm's length basis and in the ordinary course of business. Independent directors must possess relevant skills, experience, and competence to effectively oversee the company's affairs and represent the interests of minority shareholders. All directors and senior management must affirm compliance with the code annually, and any violations must be reported to the board and disclosed to stakeholders. Board committees including audit committee, nomination and remuneration committee, and stakeholders relationship committee must be constituted with specified composition and responsibilities. Annual evaluation of board performance, individual directors, and board committees must be conducted and disclosed in the annual report. The evaluation process should assess effectiveness, contribution, and areas for improvement in governance practices. Regular board meetings must be conducted with adequate notice and proper documentation of proceedings. The board must meet at least four times a year with not more than 120 days gap between consecutive meetings.","Scheme information documents must contain detailed information about investment objectives, asset allocation, risk factors, fees and expenses, past performance, and fund manager details. All disclosures must be accurate, complete, and presented in a clear and understandable manner that allows retail investors to comprehend the key features and risks. The disclosure must include details of securities held, their values, and percentage allocation to enable investors to assess portfolio composition and concentration. Performance disclosure must follow prescribed standards and must include appropriate benchmarks, risk-adjusted returns, and peer comparison where applicable. Total expense ratio calculations must comply with prescribed methodology and must be disclosed regularly to enable investors to assess the cost of investment. Communication with unit holders must be timely and effective, using multiple channels including websites, email, SMS, and physical communication as appropriate. Half-yearly financial results and annual reports must be prepared and disclosed in accordance with prescribed formats and accounting standards. Net asset value must be calculated and disclosed daily for all schemes in accordance with prescribed valuation norms and cut-off times. Expense ratios and fee structures must be clearly disclosed to investors including management fees, operating expenses, and any other charges. Mutual funds shall provide comprehensive and timely disclosures to investors to enable them to make informed investment decisions. Performance data must be presented in a standardized format to enable meaningful comparison across schemes and fund houses. NAV disclosure must be made to stock exchanges and published on the asset management company's website within specified timelines."
